context,chair(downsampling rate),chair(frame rate),table(downsampling rate),table(frame rate),fridge(downsampling rate),fridge(frame rate),bag(downsampling rate),bag(frame rate),bulletin_board(downsampling rate),bulletin_board(frame rate),bag_2(downsampling rate),bag_2(frame rate),laptop(downsampling rate),laptop(frame rate),person_1(downsampling rate),person_1(frame rate),person_2(downsampling rate),person_2(frame rate),plastic_container(downsampling rate),plastic_container(frame rate),shelf(downsampling rate),shelf(frame rate),score
2.0,20.0,1.0,50.0,4.0,59.0,7.0,67.0,3.0,23.0,10.0,95.0,10.0,7.0,9.0,57.0,7.0,2.0,6.0,88.0,7.0,96.0,9.0,246.6626671
1.0,60.0,3.0,3.0,3.0,4.0,3.0,6.0,7.0,94.0,9.0,1.0,6.0,66.0,6.0,1.0,1.0,91.0,7.0,98.0,8.0,36.0,8.0,225.99875160000002
2.0,31.0,8.0,40.0,8.0,29.0,6.0,16.0,8.0,76.0,1.0,21.0,2.0,9.0,7.0,11.0,8.0,59.0,9.0,7.0,10.0,37.0,1.0,228.91332279999997
2.0,2.0,3.0,23.0,10.0,26.0,7.0,66.0,9.0,47.0,3.0,66.0,9.0,82.0,7.0,93.0,7.0,15.0,1.0,39.0,5.0,21.0,6.0,209.76386810000002
2.0,27.0,9.0,75.0,1.0,12.0,9.0,9.0,1.0,82.0,8.0,14.0,7.0,13.0,9.0,47.0,3.0,69.0,7.0,67.0,5.0,10.0,1.0,261.8983484
1.0,48.0,2.0,52.0,6.0,78.0,10.0,31.0,4.0,77.0,6.0,47.0,8.0,57.0,2.0,14.0,2.0,58.0,8.0,18.0,1.0,75.0,10.0,232.22582779999996
2.0,85.0,10.0,34.0,3.0,9.0,9.0,67.0,2.0,42.0,4.0,35.0,1.0,43.0,9.0,96.0,1.0,50.0,8.0,74.0,6.0,57.0,5.0,269.5767496
2.0,72.0,5.0,99.0,7.0,40.0,8.0,38.0,8.0,74.0,1.0,85.0,10.0,98.0,1.0,23.0,10.0,42.0,2.0,92.0,4.0,26.0,1.0,257.5664316
1.0,2.0,2.0,30.0,6.0,95.0,8.0,9.0,4.0,30.0,4.0,9.0,9.0,15.0,10.0,92.0,6.0,16.0,4.0,57.0,9.0,59.0,9.0,207.28208349999997
1.0,13.0,7.0,40.0,3.0,86.0,2.0,39.0,5.0,76.0,2.0,21.0,6.0,52.0,4.0,98.0,2.0,65.0,7.0,92.0,2.0,97.0,1.0,252.41478239999995
2.0,95.0,8.0,45.0,1.0,100.0,10.0,80.0,8.0,79.0,8.0,7.0,7.0,83.0,8.0,43.0,8.0,33.0,9.0,26.0,2.0,64.0,8.0,280.9439152
2.0,98.0,1.0,70.0,9.0,72.0,4.0,55.0,10.0,39.0,6.0,2.0,6.0,55.0,1.0,5.0,2.0,25.0,5.0,40.0,8.0,52.0,6.0,247.1010932
1.0,16.0,1.0,19.0,9.0,13.0,7.0,55.0,5.0,23.0,7.0,8.0,8.0,73.0,6.0,81.0,4.0,86.0,6.0,2.0,6.0,62.0,9.0,255.1455118
2.0,20.0,7.0,51.0,8.0,50.0,4.0,47.0,3.0,53.0,9.0,35.0,7.0,70.0,6.0,12.0,3.0,100.0,2.0,93.0,3.0,41.0,7.0,235.17084880000002
2.0,22.0,6.0,3.0,9.0,94.0,2.0,52.0,6.0,100.0,10.0,46.0,5.0,83.0,5.0,32.0,8.0,77.0,1.0,25.0,6.0,32.0,5.0,215.0627943
2.0,16.0,9.0,68.0,10.0,37.0,9.0,42.0,8.0,74.0,3.0,30.0,3.0,53.0,3.0,96.0,3.0,65.0,7.0,86.0,10.0,16.0,8.0,293.4810701
2.0,65.0,8.0,30.0,3.0,19.0,8.0,7.0,8.0,4.0,10.0,13.0,7.0,68.0,9.0,89.0,3.0,24.0,7.0,83.0,3.0,91.0,9.0,274.0685571
1.0,27.0,5.0,93.0,4.0,74.0,8.0,56.0,4.0,72.0,2.0,20.0,8.0,7.0,5.0,17.0,2.0,30.0,2.0,76.0,6.0,92.0,10.0,206.3280507
1.0,3.0,5.0,75.0,2.0,95.0,2.0,79.0,1.0,45.0,9.0,98.0,3.0,2.0,6.0,16.0,5.0,55.0,4.0,35.0,8.0,65.0,3.0,137.3240768
1.0,93.0,7.0,70.0,9.0,40.0,7.0,89.0,2.0,13.0,9.0,92.0,8.0,2.0,10.0,89.0,1.0,17.0,8.0,86.0,3.0,46.0,5.0,210.5106873
1.0,55.0,7.0,1.0,10.0,3.0,8.0,49.0,1.0,11.0,6.0,62.0,1.0,12.0,10.0,3.0,2.0,92.0,10.0,90.0,8.0,61.0,1.0,193.38903320000003
1.0,46.0,10.0,42.0,6.0,33.0,10.0,20.0,3.0,18.0,10.0,64.0,9.0,96.0,10.0,38.0,1.0,4.0,10.0,59.0,5.0,95.0,5.0,232.7477722
1.0,97.0,1.0,89.0,10.0,22.0,7.0,18.0,1.0,41.0,8.0,30.0,5.0,11.0,2.0,3.0,7.0,27.0,8.0,56.0,3.0,58.0,9.0,233.2022845
2.0,98.0,4.0,28.0,8.0,51.0,1.0,48.0,3.0,91.0,10.0,64.0,3.0,20.0,4.0,50.0,3.0,97.0,3.0,77.0,7.0,35.0,9.0,259.2490586
1.0,17.0,10.0,40.0,8.0,67.0,8.0,29.0,8.0,26.0,1.0,39.0,2.0,54.0,4.0,40.0,6.0,2.0,6.0,40.0,6.0,69.0,2.0,245.83457149999998
2.0,32.0,3.0,45.0,2.0,88.0,1.0,27.0,6.0,95.0,7.0,4.0,5.0,31.0,1.0,79.0,1.0,81.0,4.0,6.0,5.0,15.0,10.0,240.30725789999997
2.0,96.0,4.0,55.0,5.0,29.0,7.0,27.0,5.0,31.0,2.0,1.0,3.0,8.0,7.0,84.0,8.0,28.0,1.0,12.0,7.0,9.0,9.0,258.5468938
2.0,80.0,7.0,60.0,7.0,87.0,4.0,2.0,4.0,70.0,7.0,26.0,10.0,70.0,5.0,80.0,4.0,28.0,10.0,90.0,8.0,73.0,6.0,304.21311199999997
2.0,19.0,1.0,16.0,8.0,60.0,10.0,73.0,1.0,29.0,10.0,73.0,3.0,30.0,9.0,73.0,9.0,26.0,3.0,74.0,6.0,92.0,9.0,267.91510270000003
1.0,87.0,4.0,38.0,6.0,22.0,8.0,12.0,7.0,83.0,1.0,71.0,8.0,56.0,2.0,63.0,10.0,27.0,5.0,77.0,6.0,4.0,9.0,269.4562168
1.0,36.0,4.0,7.0,6.0,88.0,4.0,38.0,4.0,100.0,6.0,35.0,7.0,80.0,2.0,76.0,4.0,2.0,4.0,11.0,10.0,90.0,9.0,255.52329139999998
2.0,29.0,1.0,57.0,1.0,27.0,8.0,79.0,6.0,67.0,5.0,52.0,2.0,30.0,6.0,1.0,6.0,36.0,1.0,6.0,2.0,94.0,10.0,242.81085839999994
1.0,57.0,8.0,35.0,8.0,65.0,8.0,47.0,1.0,82.0,2.0,32.0,10.0,71.0,10.0,96.0,9.0,64.0,6.0,35.0,3.0,54.0,3.0,295.27463339999997
2.0,49.0,2.0,48.0,3.0,63.0,8.0,88.0,8.0,91.0,7.0,83.0,6.0,18.0,10.0,70.0,5.0,27.0,7.0,62.0,2.0,32.0,8.0,288.0138441
1.0,79.0,8.0,98.0,4.0,79.0,2.0,40.0,5.0,59.0,6.0,73.0,7.0,97.0,7.0,86.0,10.0,98.0,6.0,39.0,6.0,73.0,2.0,315.7679296
2.0,61.0,8.0,42.0,9.0,13.0,5.0,33.0,9.0,39.0,4.0,5.0,5.0,27.0,2.0,55.0,10.0,98.0,9.0,29.0,2.0,66.0,6.0,299.2230973
2.0,14.0,8.0,5.0,7.0,38.0,5.0,19.0,6.0,9.0,6.0,30.0,2.0,74.0,8.0,24.0,5.0,4.0,2.0,48.0,3.0,31.0,3.0,192.3734916
2.0,66.0,3.0,39.0,10.0,6.0,2.0,19.0,8.0,53.0,5.0,59.0,9.0,50.0,5.0,23.0,7.0,1.0,6.0,49.0,2.0,70.0,9.0,227.0574916
1.0,64.0,3.0,13.0,8.0,9.0,1.0,53.0,9.0,26.0,9.0,38.0,3.0,98.0,3.0,33.0,7.0,24.0,6.0,94.0,3.0,25.0,7.0,241.5664173
2.0,40.0,3.0,9.0,8.0,69.0,5.0,89.0,5.0,100.0,1.0,18.0,7.0,100.0,3.0,6.0,6.0,23.0,5.0,19.0,4.0,75.0,2.0,230.82693170000002
1.0,3.0,7.0,90.0,4.0,7.0,2.0,70.0,6.0,94.0,5.0,93.0,3.0,55.0,4.0,95.0,4.0,55.0,7.0,1.0,6.0,39.0,8.0,209.7896825
1.0,24.0,4.0,100.0,1.0,92.0,3.0,87.0,9.0,7.0,2.0,37.0,8.0,94.0,10.0,46.0,8.0,28.0,1.0,71.0,4.0,86.0,8.0,271.3697682
1.0,72.0,3.0,9.0,9.0,29.0,4.0,22.0,1.0,92.0,9.0,47.0,8.0,35.0,2.0,52.0,4.0,14.0,3.0,19.0,3.0,20.0,3.0,236.85418820000004
2.0,15.0,6.0,28.0,3.0,8.0,10.0,90.0,6.0,26.0,7.0,69.0,2.0,59.0,5.0,6.0,5.0,31.0,2.0,13.0,5.0,8.0,3.0,200.1534997
2.0,39.0,9.0,96.0,8.0,84.0,2.0,7.0,6.0,86.0,4.0,40.0,6.0,17.0,10.0,10.0,2.0,80.0,1.0,53.0,9.0,49.0,2.0,225.698076
2.0,66.0,2.0,38.0,8.0,45.0,9.0,85.0,3.0,99.0,8.0,81.0,10.0,20.0,8.0,76.0,6.0,54.0,1.0,30.0,6.0,24.0,8.0,272.47266709999997
2.0,60.0,1.0,45.0,7.0,18.0,7.0,19.0,9.0,9.0,3.0,91.0,7.0,57.0,6.0,77.0,10.0,86.0,6.0,35.0,8.0,86.0,6.0,318.58843129999997
2.0,34.0,10.0,48.0,5.0,39.0,9.0,53.0,1.0,50.0,6.0,14.0,7.0,82.0,3.0,10.0,4.0,45.0,5.0,53.0,2.0,88.0,6.0,252.24092660000002
2.0,77.0,9.0,49.0,7.0,25.0,10.0,97.0,6.0,78.0,5.0,96.0,7.0,11.0,3.0,91.0,2.0,4.0,8.0,75.0,4.0,62.0,5.0,247.75264370000002
1.0,23.0,5.0,12.0,5.0,100.0,1.0,48.0,5.0,44.0,10.0,13.0,7.0,96.0,5.0,51.0,8.0,1.0,3.0,5.0,7.0,90.0,6.0,253.64046950000002
1.0,73.0,6.0,96.0,2.0,66.0,5.0,91.0,5.0,19.0,2.0,21.0,10.0,37.0,2.0,37.0,1.0,53.0,1.0,71.0,5.0,3.0,1.0,217.06380149999995
1.0,4.0,3.0,92.0,10.0,30.0,3.0,29.0,3.0,72.0,2.0,7.0,5.0,52.0,1.0,72.0,6.0,98.0,4.0,88.0,8.0,78.0,6.0,223.56754069999994
2.0,25.0,7.0,41.0,1.0,35.0,9.0,2.0,10.0,16.0,7.0,94.0,8.0,5.0,6.0,72.0,3.0,99.0,4.0,87.0,2.0,65.0,2.0,253.05489430000003
1.0,4.0,8.0,47.0,4.0,30.0,5.0,69.0,6.0,2.0,9.0,96.0,10.0,34.0,8.0,77.0,9.0,30.0,8.0,90.0,5.0,24.0,2.0,213.9429848
2.0,24.0,8.0,63.0,6.0,98.0,9.0,48.0,6.0,100.0,6.0,79.0,2.0,34.0,8.0,49.0,2.0,94.0,8.0,97.0,3.0,14.0,5.0,275.5163736
1.0,82.0,8.0,41.0,10.0,82.0,10.0,15.0,10.0,89.0,2.0,33.0,9.0,66.0,6.0,8.0,10.0,1.0,7.0,73.0,7.0,59.0,9.0,236.1990336
1.0,100.0,3.0,19.0,1.0,25.0,3.0,91.0,5.0,20.0,6.0,78.0,7.0,11.0,2.0,94.0,9.0,99.0,10.0,4.0,1.0,56.0,3.0,273.11641169999996
2.0,37.0,7.0,24.0,2.0,25.0,3.0,84.0,4.0,45.0,1.0,99.0,5.0,7.0,7.0,82.0,1.0,41.0,7.0,100.0,5.0,21.0,2.0,247.63258530000002
2.0,90.0,6.0,10.0,5.0,80.0,9.0,40.0,3.0,92.0,10.0,10.0,5.0,55.0,2.0,44.0,8.0,26.0,3.0,59.0,10.0,99.0,6.0,254.1734112
2.0,28.0,8.0,37.0,7.0,5.0,10.0,60.0,1.0,64.0,2.0,42.0,2.0,60.0,2.0,19.0,6.0,60.0,1.0,45.0,1.0,98.0,2.0,225.02507799999998
1.0,80.0,7.0,96.0,5.0,75.0,10.0,93.0,9.0,10.0,6.0,54.0,5.0,30.0,10.0,31.0,9.0,12.0,2.0,70.0,1.0,76.0,1.0,248.10582610000003
1.0,68.0,6.0,97.0,8.0,97.0,7.0,35.0,5.0,30.0,6.0,62.0,10.0,17.0,5.0,71.0,6.0,62.0,8.0,95.0,8.0,38.0,2.0,283.9816754
2.0,75.0,2.0,22.0,9.0,72.0,2.0,6.0,3.0,27.0,6.0,10.0,9.0,9.0,5.0,5.0,1.0,17.0,3.0,50.0,7.0,55.0,6.0,207.5602341
2.0,82.0,6.0,70.0,1.0,25.0,9.0,92.0,7.0,51.0,2.0,63.0,7.0,66.0,7.0,78.0,4.0,42.0,1.0,1.0,5.0,91.0,6.0,255.2539561
1.0,92.0,9.0,56.0,2.0,72.0,2.0,62.0,4.0,94.0,7.0,62.0,5.0,41.0,4.0,38.0,4.0,45.0,9.0,60.0,2.0,99.0,1.0,256.9670979
1.0,81.0,10.0,8.0,4.0,9.0,1.0,7.0,1.0,39.0,5.0,73.0,2.0,74.0,4.0,64.0,3.0,47.0,8.0,33.0,8.0,11.0,7.0,238.04276380000005
1.0,22.0,4.0,100.0,3.0,54.0,4.0,91.0,8.0,13.0,1.0,27.0,5.0,9.0,1.0,10.0,9.0,66.0,7.0,45.0,5.0,40.0,1.0,216.7724593
2.0,77.0,5.0,46.0,1.0,53.0,3.0,14.0,8.0,57.0,6.0,62.0,2.0,59.0,8.0,20.0,3.0,60.0,3.0,25.0,5.0,83.0,4.0,240.2285193
1.0,94.0,1.0,26.0,10.0,29.0,8.0,84.0,10.0,67.0,1.0,100.0,3.0,18.0,8.0,39.0,7.0,92.0,4.0,83.0,4.0,60.0,4.0,249.727211
1.0,72.0,4.0,65.0,5.0,48.0,10.0,13.0,4.0,64.0,8.0,44.0,7.0,25.0,2.0,37.0,2.0,3.0,4.0,9.0,1.0,80.0,7.0,230.2477786
2.0,58.0,9.0,70.0,9.0,70.0,7.0,53.0,8.0,1.0,4.0,2.0,6.0,40.0,3.0,79.0,9.0,78.0,3.0,33.0,6.0,5.0,3.0,275.0405316
2.0,95.0,9.0,100.0,10.0,14.0,5.0,27.0,7.0,52.0,9.0,68.0,8.0,93.0,5.0,77.0,3.0,28.0,8.0,68.0,9.0,34.0,9.0,292.472683
2.0,21.0,5.0,4.0,2.0,63.0,1.0,54.0,3.0,91.0,3.0,97.0,4.0,11.0,4.0,100.0,9.0,76.0,7.0,69.0,9.0,88.0,7.0,284.1455938
2.0,49.0,9.0,79.0,4.0,80.0,10.0,37.0,9.0,45.0,1.0,100.0,4.0,35.0,1.0,45.0,4.0,78.0,1.0,63.0,10.0,26.0,10.0,256.83896389999995
1.0,39.0,3.0,21.0,8.0,23.0,10.0,8.0,4.0,10.0,1.0,66.0,7.0,75.0,7.0,73.0,6.0,75.0,5.0,78.0,2.0,3.0,9.0,257.0429495
1.0,15.0,8.0,46.0,8.0,40.0,4.0,18.0,3.0,40.0,5.0,36.0,1.0,59.0,8.0,40.0,2.0,44.0,4.0,51.0,2.0,69.0,10.0,232.3481539
2.0,99.0,8.0,9.0,1.0,87.0,10.0,17.0,5.0,49.0,5.0,92.0,10.0,61.0,4.0,20.0,5.0,54.0,6.0,83.0,6.0,23.0,10.0,246.46669939999998
1.0,80.0,5.0,85.0,9.0,88.0,6.0,100.0,10.0,22.0,2.0,47.0,2.0,95.0,1.0,50.0,5.0,57.0,9.0,87.0,8.0,16.0,5.0,275.1004238
2.0,17.0,3.0,70.0,2.0,56.0,1.0,31.0,5.0,81.0,7.0,55.0,8.0,41.0,8.0,75.0,3.0,22.0,5.0,6.0,2.0,9.0,2.0,250.89411099999995
2.0,35.0,6.0,74.0,9.0,42.0,2.0,23.0,1.0,27.0,6.0,26.0,3.0,88.0,9.0,55.0,5.0,88.0,4.0,66.0,6.0,100.0,1.0,287.1989688
1.0,14.0,10.0,71.0,7.0,70.0,7.0,8.0,7.0,39.0,7.0,25.0,3.0,18.0,3.0,45.0,9.0,54.0,4.0,2.0,10.0,42.0,8.0,239.0910298
2.0,74.0,2.0,19.0,6.0,53.0,8.0,76.0,8.0,96.0,7.0,88.0,9.0,48.0,4.0,14.0,7.0,24.0,10.0,39.0,10.0,78.0,9.0,256.0523901
1.0,88.0,7.0,99.0,9.0,45.0,7.0,30.0,10.0,9.0,9.0,90.0,8.0,81.0,9.0,29.0,8.0,67.0,10.0,23.0,10.0,41.0,5.0,260.40684089999996
1.0,90.0,4.0,54.0,2.0,49.0,7.0,8.0,5.0,69.0,6.0,76.0,3.0,68.0,8.0,7.0,4.0,53.0,3.0,83.0,6.0,75.0,8.0,236.58729449999998
1.0,89.0,8.0,27.0,6.0,88.0,8.0,16.0,5.0,10.0,7.0,58.0,2.0,33.0,9.0,32.0,3.0,67.0,8.0,33.0,8.0,72.0,7.0,235.66058909999998
1.0,41.0,8.0,68.0,9.0,25.0,6.0,99.0,3.0,18.0,6.0,66.0,9.0,67.0,2.0,8.0,3.0,80.0,5.0,90.0,2.0,29.0,2.0,232.7985058
1.0,73.0,7.0,23.0,4.0,36.0,2.0,83.0,6.0,22.0,9.0,86.0,4.0,37.0,6.0,52.0,2.0,60.0,8.0,84.0,1.0,86.0,2.0,241.98305969999998
1.0,50.0,7.0,89.0,8.0,85.0,3.0,84.0,3.0,25.0,2.0,88.0,7.0,76.0,4.0,30.0,4.0,97.0,6.0,28.0,4.0,43.0,4.0,254.59450529999998
2.0,78.0,10.0,76.0,4.0,76.0,1.0,80.0,9.0,1.0,2.0,28.0,5.0,17.0,10.0,69.0,5.0,81.0,7.0,74.0,5.0,39.0,4.0,295.55667789999995
1.0,95.0,8.0,93.0,2.0,79.0,3.0,84.0,4.0,95.0,6.0,59.0,2.0,21.0,4.0,41.0,8.0,26.0,2.0,22.0,1.0,29.0,2.0,258.7263339
2.0,95.0,5.0,2.0,5.0,96.0,10.0,30.0,3.0,34.0,6.0,42.0,2.0,8.0,9.0,70.0,10.0,15.0,7.0,63.0,7.0,23.0,7.0,253.1564167
2.0,44.0,3.0,55.0,10.0,33.0,10.0,34.0,1.0,9.0,6.0,96.0,10.0,71.0,9.0,43.0,1.0,58.0,10.0,86.0,5.0,86.0,1.0,290.07673969999996
1.0,69.0,9.0,27.0,8.0,41.0,10.0,25.0,6.0,99.0,1.0,99.0,10.0,36.0,3.0,84.0,6.0,67.0,5.0,15.0,2.0,14.0,1.0,276.36523289999997
2.0,81.0,7.0,50.0,7.0,20.0,5.0,20.0,1.0,92.0,7.0,7.0,7.0,83.0,8.0,56.0,7.0,92.0,1.0,48.0,10.0,10.0,10.0,265.9761702
2.0,17.0,1.0,66.0,8.0,81.0,3.0,11.0,10.0,19.0,5.0,6.0,4.0,42.0,10.0,33.0,5.0,85.0,5.0,67.0,5.0,21.0,5.0,270.0837695
2.0,79.0,10.0,47.0,4.0,49.0,6.0,82.0,9.0,5.0,3.0,92.0,1.0,76.0,1.0,58.0,4.0,32.0,8.0,11.0,4.0,42.0,9.0,275.7241755
1.0,46.0,6.0,68.0,6.0,47.0,4.0,10.0,10.0,74.0,10.0,69.0,2.0,5.0,6.0,96.0,4.0,41.0,8.0,86.0,4.0,86.0,6.0,249.48717290000002
1.0,82.0,3.0,84.0,1.0,32.0,10.0,40.0,3.0,23.0,10.0,66.0,10.0,25.0,3.0,79.0,1.0,84.0,3.0,47.0,4.0,22.0,1.0,238.76728569999997
2.0,53.0,5.0,8.0,10.0,19.0,2.0,69.0,2.0,42.0,3.0,14.0,3.0,25.0,8.0,18.0,10.0,63.0,3.0,54.0,7.0,35.0,8.0,226.28761230000003
2.0,15.0,2.0,5.0,3.0,71.0,3.0,97.0,3.0,81.0,10.0,83.0,7.0,99.0,1.0,80.0,9.0,28.0,10.0,14.0,5.0,82.0,4.0,282.5401567
2.0,71.0,3.0,30.0,9.0,14.0,7.0,99.0,10.0,38.0,4.0,71.0,6.0,61.0,10.0,20.0,8.0,31.0,8.0,78.0,5.0,51.0,6.0,254.59767169999995
2.0,24.0,6.0,75.0,5.0,42.0,7.0,69.0,3.0,74.0,8.0,96.0,5.0,35.0,9.0,44.0,2.0,52.0,4.0,39.0,4.0,12.0,4.0,249.61120990000003
1.0,95.0,8.0,59.0,7.0,90.0,1.0,5.0,10.0,31.0,3.0,93.0,3.0,40.0,9.0,65.0,1.0,20.0,7.0,18.0,7.0,35.0,4.0,238.85470109999994
2.0,87.0,10.0,26.0,10.0,38.0,6.0,96.0,6.0,98.0,5.0,33.0,6.0,14.0,6.0,78.0,6.0,100.0,1.0,38.0,8.0,92.0,5.0,274.098104
2.0,48.0,5.0,55.0,1.0,9.0,5.0,64.0,4.0,79.0,6.0,72.0,3.0,82.0,3.0,26.0,4.0,50.0,1.0,66.0,5.0,27.0,5.0,237.09177280000003
2.0,67.0,4.0,92.0,1.0,1.0,9.0,67.0,3.0,56.0,1.0,52.0,3.0,31.0,7.0,34.0,9.0,59.0,7.0,67.0,8.0,18.0,5.0,275.26214519999996
2.0,38.0,1.0,65.0,4.0,35.0,3.0,88.0,2.0,45.0,3.0,13.0,2.0,28.0,10.0,55.0,1.0,7.0,7.0,53.0,9.0,4.0,2.0,211.07075339999994
2.0,15.0,1.0,85.0,3.0,44.0,6.0,45.0,10.0,66.0,2.0,30.0,7.0,17.0,7.0,37.0,6.0,33.0,3.0,29.0,5.0,81.0,4.0,247.38595329999998
1.0,42.0,3.0,38.0,7.0,61.0,10.0,79.0,2.0,39.0,4.0,18.0,9.0,62.0,4.0,13.0,10.0,50.0,1.0,4.0,9.0,52.0,2.0,230.31486850000002
2.0,60.0,7.0,26.0,5.0,60.0,7.0,32.0,4.0,17.0,6.0,37.0,2.0,48.0,9.0,49.0,1.0,85.0,10.0,73.0,1.0,92.0,3.0,293.6857446
1.0,90.0,3.0,36.0,5.0,57.0,2.0,54.0,2.0,20.0,7.0,27.0,9.0,22.0,7.0,86.0,10.0,54.0,9.0,7.0,1.0,78.0,4.0,288.0556735
1.0,26.0,10.0,10.0,2.0,86.0,1.0,80.0,4.0,68.0,9.0,96.0,3.0,3.0,8.0,54.0,10.0,32.0,5.0,50.0,1.0,36.0,8.0,219.71969140000002
1.0,59.0,9.0,62.0,8.0,71.0,1.0,33.0,10.0,83.0,10.0,66.0,4.0,85.0,9.0,45.0,2.0,36.0,7.0,8.0,6.0,23.0,2.0,248.9813161
1.0,87.0,8.0,50.0,7.0,97.0,5.0,98.0,8.0,64.0,3.0,4.0,3.0,64.0,7.0,41.0,8.0,57.0,9.0,54.0,7.0,19.0,5.0,263.5480796
2.0,70.0,7.0,92.0,10.0,19.0,10.0,97.0,1.0,94.0,4.0,39.0,3.0,72.0,5.0,94.0,6.0,32.0,5.0,46.0,2.0,48.0,3.0,309.1976846
1.0,55.0,1.0,26.0,9.0,79.0,5.0,18.0,8.0,95.0,1.0,40.0,10.0,69.0,9.0,81.0,6.0,93.0,3.0,10.0,9.0,93.0,10.0,281.3706487
2.0,13.0,6.0,40.0,5.0,93.0,1.0,36.0,10.0,47.0,8.0,39.0,2.0,93.0,9.0,72.0,10.0,84.0,3.0,20.0,2.0,14.0,8.0,280.5807597
2.0,21.0,5.0,49.0,3.0,67.0,3.0,76.0,10.0,62.0,3.0,30.0,6.0,39.0,6.0,92.0,1.0,22.0,7.0,79.0,4.0,47.0,6.0,253.49388259999998
2.0,41.0,7.0,14.0,9.0,82.0,6.0,82.0,5.0,82.0,1.0,22.0,8.0,45.0,5.0,34.0,6.0,43.0,2.0,65.0,8.0,5.0,2.0,233.4909313
2.0,1.0,1.0,61.0,7.0,77.0,4.0,29.0,8.0,99.0,7.0,70.0,3.0,55.0,2.0,10.0,1.0,43.0,8.0,78.0,9.0,64.0,9.0,189.1137296
2.0,93.0,1.0,94.0,3.0,29.0,3.0,60.0,8.0,32.0,4.0,41.0,4.0,93.0,8.0,48.0,2.0,59.0,8.0,62.0,2.0,51.0,8.0,282.81946220000003
2.0,6.0,5.0,29.0,7.0,64.0,4.0,34.0,3.0,49.0,2.0,1.0,7.0,46.0,4.0,93.0,8.0,94.0,5.0,47.0,4.0,60.0,1.0,272.65053340000003
2.0,6.0,7.0,84.0,5.0,10.0,8.0,90.0,7.0,23.0,10.0,58.0,5.0,7.0,3.0,72.0,9.0,13.0,5.0,3.0,9.0,71.0,9.0,198.92178690000003
1.0,3.0,2.0,74.0,10.0,44.0,7.0,17.0,10.0,72.0,5.0,45.0,2.0,52.0,3.0,62.0,8.0,67.0,9.0,18.0,7.0,33.0,4.0,215.22321639999998
2.0,63.0,10.0,7.0,1.0,94.0,4.0,27.0,3.0,5.0,9.0,67.0,7.0,78.0,1.0,93.0,7.0,35.0,3.0,18.0,6.0,96.0,10.0,269.3747578
1.0,95.0,3.0,23.0,3.0,39.0,4.0,4.0,10.0,76.0,4.0,52.0,1.0,34.0,10.0,80.0,9.0,3.0,10.0,27.0,2.0,51.0,1.0,269.3500494
2.0,22.0,10.0,62.0,8.0,27.0,9.0,78.0,1.0,7.0,5.0,61.0,9.0,13.0,8.0,4.0,10.0,44.0,5.0,72.0,1.0,48.0,9.0,247.24898199999998
2.0,40.0,2.0,70.0,9.0,26.0,6.0,51.0,6.0,50.0,10.0,79.0,9.0,23.0,7.0,26.0,8.0,2.0,7.0,93.0,7.0,1.0,9.0,216.8871112
2.0,70.0,5.0,74.0,3.0,78.0,10.0,11.0,5.0,26.0,9.0,22.0,7.0,31.0,3.0,43.0,3.0,55.0,2.0,64.0,6.0,29.0,9.0,253.09829209999998
1.0,30.0,9.0,70.0,7.0,83.0,3.0,65.0,6.0,72.0,3.0,57.0,6.0,39.0,2.0,48.0,4.0,65.0,2.0,68.0,1.0,45.0,4.0,256.91719229999995
2.0,13.0,10.0,1.0,6.0,79.0,1.0,36.0,10.0,70.0,6.0,8.0,8.0,10.0,8.0,32.0,5.0,61.0,10.0,56.0,8.0,20.0,5.0,246.7129803
1.0,88.0,9.0,67.0,8.0,6.0,4.0,76.0,7.0,73.0,10.0,67.0,7.0,67.0,4.0,56.0,7.0,20.0,2.0,24.0,5.0,78.0,3.0,271.7491034
2.0,65.0,8.0,26.0,1.0,9.0,5.0,3.0,1.0,64.0,8.0,29.0,6.0,77.0,9.0,48.0,10.0,63.0,6.0,15.0,7.0,45.0,9.0,278.6901447
1.0,53.0,7.0,9.0,5.0,27.0,5.0,18.0,5.0,82.0,9.0,61.0,6.0,27.0,8.0,78.0,5.0,80.0,10.0,83.0,7.0,45.0,2.0,267.3996133
2.0,92.0,10.0,20.0,8.0,38.0,8.0,8.0,8.0,4.0,3.0,38.0,6.0,80.0,10.0,25.0,9.0,83.0,5.0,48.0,4.0,77.0,10.0,261.80261029999997
2.0,21.0,6.0,62.0,6.0,44.0,3.0,67.0,9.0,100.0,9.0,53.0,9.0,85.0,6.0,53.0,9.0,80.0,9.0,20.0,1.0,26.0,5.0,294.3689842
1.0,51.0,10.0,1.0,3.0,59.0,5.0,15.0,10.0,70.0,7.0,10.0,9.0,16.0,6.0,42.0,4.0,35.0,6.0,84.0,8.0,9.0,3.0,201.8226744
2.0,97.0,1.0,14.0,1.0,30.0,8.0,16.0,3.0,86.0,3.0,19.0,7.0,56.0,3.0,66.0,4.0,53.0,1.0,63.0,9.0,75.0,3.0,259.0004997
2.0,92.0,2.0,68.0,9.0,63.0,10.0,29.0,5.0,29.0,9.0,3.0,5.0,100.0,6.0,49.0,4.0,71.0,10.0,43.0,7.0,49.0,4.0,325.7884814
