context,computer(downsampling rate),computer(frame rate),computer_2(downsampling rate),computer_2(frame rate),cups(downsampling rate),cups(frame rate),desk(downsampling rate),desk(frame rate),chair(downsampling rate),chair(frame rate),papers(downsampling rate),papers(frame rate),person_1(downsampling rate),person_1(frame rate),person_2(downsampling rate),person_2(frame rate),score
1.0,97.0,4.0,87.0,3.0,18.0,2.0,56.0,8.0,25.0,4.0,41.0,2.0,65.0,7.0,92.0,4.0,302.99033089999995
1.0,38.0,2.0,53.0,3.0,49.0,3.0,71.0,7.0,16.0,9.0,93.0,1.0,7.0,1.0,28.0,2.0,255.43396800000002
2.0,89.0,4.0,97.0,2.0,100.0,8.0,95.0,3.0,32.0,3.0,81.0,8.0,95.0,5.0,80.0,9.0,270.7468172
1.0,37.0,7.0,89.0,7.0,90.0,1.0,82.0,3.0,100.0,7.0,54.0,3.0,91.0,9.0,99.0,2.0,321.7713285
2.0,29.0,9.0,84.0,10.0,99.0,1.0,61.0,6.0,78.0,9.0,80.0,7.0,7.0,5.0,38.0,9.0,209.6254108
2.0,82.0,5.0,27.0,9.0,1.0,2.0,57.0,1.0,78.0,7.0,65.0,1.0,16.0,1.0,90.0,1.0,153.41197909999997
2.0,7.0,6.0,60.0,5.0,96.0,8.0,31.0,5.0,63.0,8.0,51.0,7.0,81.0,8.0,53.0,4.0,244.8330792
2.0,74.0,4.0,54.0,7.0,7.0,10.0,30.0,7.0,32.0,8.0,84.0,5.0,84.0,7.0,17.0,2.0,230.2021848
2.0,40.0,1.0,65.0,9.0,91.0,5.0,71.0,4.0,4.0,9.0,4.0,4.0,23.0,8.0,100.0,2.0,164.3800905
2.0,75.0,4.0,69.0,9.0,92.0,9.0,54.0,10.0,7.0,7.0,93.0,6.0,74.0,3.0,78.0,4.0,218.201621
1.0,91.0,3.0,68.0,1.0,84.0,4.0,65.0,10.0,25.0,4.0,68.0,1.0,38.0,6.0,77.0,10.0,287.0604538
1.0,46.0,9.0,28.0,10.0,56.0,9.0,74.0,8.0,61.0,2.0,18.0,9.0,98.0,1.0,11.0,3.0,272.33979239999996
2.0,81.0,9.0,44.0,2.0,30.0,4.0,35.0,5.0,56.0,9.0,60.0,3.0,75.0,3.0,86.0,9.0,248.2322825
2.0,49.0,8.0,58.0,1.0,76.0,3.0,40.0,5.0,11.0,8.0,8.0,8.0,13.0,10.0,47.0,6.0,192.1183653
2.0,33.0,2.0,57.0,4.0,80.0,5.0,79.0,8.0,71.0,9.0,78.0,9.0,19.0,10.0,97.0,8.0,218.3063898
1.0,10.0,6.0,91.0,4.0,38.0,10.0,11.0,4.0,32.0,10.0,28.0,8.0,77.0,5.0,27.0,2.0,288.7215259
2.0,87.0,1.0,21.0,8.0,65.0,3.0,47.0,6.0,77.0,3.0,16.0,10.0,10.0,4.0,72.0,5.0,204.46550779999998
1.0,24.0,8.0,19.0,3.0,66.0,6.0,44.0,8.0,53.0,1.0,7.0,10.0,51.0,10.0,40.0,7.0,277.251077
1.0,22.0,1.0,46.0,2.0,72.0,10.0,54.0,7.0,74.0,8.0,44.0,6.0,7.0,9.0,29.0,3.0,254.65033209999999
1.0,99.0,4.0,19.0,1.0,72.0,5.0,15.0,8.0,87.0,5.0,7.0,9.0,61.0,1.0,4.0,7.0,252.31053910000003
2.0,96.0,1.0,55.0,9.0,56.0,6.0,65.0,5.0,95.0,5.0,83.0,2.0,30.0,2.0,98.0,3.0,196.66936249999998
1.0,30.0,8.0,97.0,3.0,96.0,5.0,86.0,3.0,4.0,9.0,46.0,3.0,70.0,9.0,84.0,7.0,282.45430209999995
2.0,71.0,3.0,32.0,1.0,91.0,9.0,15.0,1.0,98.0,10.0,100.0,7.0,50.0,3.0,19.0,7.0,223.4469307
1.0,25.0,6.0,46.0,5.0,58.0,8.0,76.0,4.0,94.0,1.0,63.0,7.0,96.0,10.0,92.0,8.0,328.73250970000004
2.0,61.0,5.0,21.0,8.0,100.0,4.0,70.0,8.0,48.0,3.0,20.0,9.0,74.0,1.0,98.0,6.0,225.71059989999995
2.0,86.0,7.0,28.0,2.0,40.0,10.0,24.0,8.0,95.0,3.0,9.0,2.0,6.0,8.0,76.0,8.0,206.5394589
2.0,18.0,8.0,85.0,8.0,2.0,2.0,40.0,4.0,53.0,10.0,82.0,8.0,38.0,1.0,4.0,10.0,181.0315779
1.0,36.0,1.0,77.0,10.0,34.0,7.0,10.0,1.0,36.0,3.0,15.0,10.0,83.0,1.0,99.0,5.0,259.7581526
1.0,78.0,4.0,79.0,7.0,10.0,10.0,45.0,3.0,32.0,6.0,10.0,4.0,75.0,9.0,32.0,8.0,301.69146279999995
2.0,52.0,2.0,21.0,5.0,16.0,1.0,46.0,2.0,10.0,10.0,71.0,7.0,18.0,3.0,41.0,10.0,215.34907349999997
1.0,35.0,2.0,21.0,5.0,4.0,3.0,72.0,2.0,83.0,5.0,6.0,5.0,81.0,4.0,53.0,10.0,295.603134
1.0,26.0,5.0,13.0,7.0,11.0,5.0,72.0,2.0,23.0,7.0,45.0,9.0,84.0,10.0,97.0,8.0,307.8576479
1.0,46.0,1.0,69.0,8.0,40.0,7.0,54.0,2.0,88.0,2.0,88.0,10.0,62.0,7.0,38.0,9.0,305.34160310000004
2.0,23.0,2.0,22.0,10.0,97.0,3.0,41.0,6.0,91.0,10.0,21.0,10.0,81.0,6.0,86.0,8.0,263.671469
2.0,65.0,8.0,3.0,4.0,36.0,4.0,23.0,6.0,37.0,10.0,31.0,4.0,15.0,4.0,75.0,10.0,204.97089350000002
2.0,63.0,6.0,54.0,9.0,54.0,7.0,94.0,1.0,31.0,5.0,18.0,3.0,48.0,4.0,3.0,9.0,212.88280489999997
1.0,90.0,1.0,87.0,3.0,55.0,2.0,72.0,9.0,46.0,2.0,47.0,8.0,57.0,8.0,53.0,4.0,299.9209424
2.0,39.0,5.0,84.0,6.0,4.0,5.0,6.0,6.0,59.0,6.0,43.0,9.0,96.0,5.0,27.0,4.0,215.58175770000003
2.0,52.0,5.0,26.0,3.0,100.0,4.0,98.0,9.0,6.0,7.0,100.0,1.0,41.0,4.0,12.0,1.0,174.6271353
1.0,95.0,9.0,33.0,2.0,84.0,10.0,23.0,9.0,76.0,2.0,50.0,5.0,78.0,1.0,11.0,6.0,275.34503540000003
1.0,48.0,9.0,20.0,5.0,80.0,8.0,70.0,9.0,69.0,9.0,48.0,6.0,93.0,8.0,84.0,10.0,322.2770444
2.0,35.0,2.0,96.0,7.0,17.0,2.0,61.0,7.0,100.0,5.0,7.0,8.0,1.0,3.0,54.0,2.0,216.2234878
2.0,21.0,3.0,79.0,5.0,40.0,4.0,14.0,7.0,54.0,2.0,83.0,10.0,53.0,9.0,98.0,6.0,232.00669679999996
1.0,83.0,1.0,37.0,8.0,65.0,3.0,94.0,8.0,63.0,5.0,19.0,5.0,8.0,6.0,52.0,9.0,257.53928540000004
2.0,84.0,9.0,70.0,10.0,79.0,1.0,59.0,8.0,23.0,1.0,84.0,6.0,21.0,10.0,51.0,1.0,187.37348889999998
1.0,93.0,2.0,88.0,2.0,5.0,8.0,97.0,3.0,15.0,2.0,25.0,1.0,90.0,10.0,15.0,5.0,314.1634137
1.0,96.0,1.0,91.0,8.0,92.0,7.0,90.0,7.0,8.0,5.0,28.0,9.0,71.0,3.0,35.0,3.0,279.488408
1.0,66.0,6.0,68.0,1.0,82.0,9.0,45.0,7.0,46.0,6.0,64.0,8.0,48.0,6.0,41.0,9.0,290.3260382
1.0,65.0,1.0,99.0,7.0,77.0,9.0,64.0,8.0,41.0,2.0,12.0,9.0,29.0,10.0,81.0,4.0,268.27966680000003
1.0,6.0,1.0,34.0,3.0,13.0,2.0,61.0,3.0,24.0,8.0,27.0,8.0,37.0,6.0,35.0,2.0,236.90637370000002
1.0,4.0,7.0,16.0,3.0,89.0,4.0,27.0,6.0,52.0,5.0,63.0,9.0,21.0,1.0,5.0,8.0,196.19416160000003
2.0,87.0,7.0,6.0,10.0,17.0,2.0,19.0,3.0,88.0,5.0,68.0,2.0,26.0,8.0,22.0,4.0,181.6743345
2.0,78.0,9.0,9.0,4.0,35.0,2.0,60.0,9.0,82.0,6.0,45.0,5.0,75.0,4.0,20.0,9.0,248.6302693
1.0,42.0,8.0,7.0,7.0,31.0,9.0,62.0,10.0,86.0,1.0,73.0,3.0,34.0,8.0,6.0,10.0,261.68085410000003
1.0,30.0,3.0,38.0,3.0,9.0,3.0,95.0,7.0,54.0,5.0,91.0,9.0,76.0,1.0,21.0,10.0,278.3946634
2.0,36.0,4.0,67.0,6.0,61.0,3.0,55.0,10.0,80.0,9.0,31.0,5.0,5.0,7.0,4.0,8.0,197.62498309999995
2.0,58.0,3.0,1.0,5.0,97.0,7.0,51.0,5.0,27.0,3.0,75.0,8.0,52.0,9.0,18.0,10.0,234.73322100000001
2.0,93.0,4.0,35.0,3.0,34.0,1.0,35.0,6.0,4.0,4.0,79.0,3.0,13.0,2.0,54.0,4.0,162.6816712
2.0,45.0,6.0,13.0,8.0,52.0,7.0,30.0,5.0,98.0,6.0,57.0,3.0,29.0,7.0,100.0,6.0,211.53881840000003
1.0,64.0,5.0,34.0,9.0,74.0,3.0,26.0,6.0,14.0,3.0,76.0,3.0,79.0,9.0,34.0,5.0,310.6319484
1.0,29.0,8.0,6.0,7.0,48.0,8.0,19.0,10.0,90.0,1.0,61.0,6.0,83.0,5.0,17.0,9.0,283.1220834
1.0,81.0,9.0,28.0,8.0,53.0,1.0,90.0,3.0,21.0,3.0,83.0,1.0,37.0,10.0,58.0,7.0,278.2337017
2.0,11.0,9.0,57.0,10.0,15.0,3.0,84.0,10.0,20.0,9.0,21.0,1.0,82.0,6.0,26.0,7.0,255.2046798
1.0,58.0,7.0,100.0,4.0,81.0,7.0,32.0,10.0,98.0,4.0,12.0,7.0,87.0,4.0,59.0,9.0,310.88401139999996
2.0,97.0,10.0,19.0,8.0,31.0,9.0,50.0,7.0,50.0,2.0,11.0,8.0,97.0,3.0,59.0,10.0,283.4161566
2.0,72.0,2.0,19.0,9.0,14.0,4.0,48.0,4.0,75.0,1.0,92.0,6.0,11.0,6.0,9.0,1.0,169.59382689999998
2.0,90.0,7.0,52.0,7.0,38.0,2.0,56.0,4.0,47.0,10.0,55.0,1.0,37.0,3.0,85.0,7.0,220.9852679
2.0,80.0,2.0,77.0,9.0,8.0,6.0,71.0,3.0,17.0,4.0,13.0,8.0,27.0,2.0,33.0,4.0,184.1465644
1.0,11.0,3.0,65.0,5.0,85.0,1.0,10.0,6.0,53.0,1.0,29.0,1.0,19.0,5.0,82.0,7.0,243.0083086
1.0,35.0,10.0,37.0,6.0,73.0,6.0,75.0,7.0,10.0,2.0,3.0,9.0,89.0,2.0,23.0,6.0,257.9323031
1.0,77.0,9.0,34.0,10.0,81.0,8.0,20.0,1.0,9.0,9.0,10.0,6.0,45.0,8.0,20.0,4.0,251.4570597
1.0,56.0,1.0,25.0,5.0,88.0,9.0,85.0,2.0,42.0,9.0,45.0,10.0,62.0,2.0,95.0,3.0,280.68843300000003
2.0,14.0,6.0,76.0,6.0,33.0,1.0,90.0,9.0,73.0,3.0,39.0,2.0,60.0,7.0,54.0,8.0,247.79214599999997
2.0,99.0,8.0,47.0,6.0,93.0,8.0,77.0,8.0,83.0,3.0,61.0,7.0,96.0,2.0,61.0,10.0,280.1477627
2.0,31.0,1.0,46.0,5.0,88.0,6.0,80.0,2.0,57.0,2.0,84.0,1.0,97.0,2.0,39.0,7.0,247.7240069
1.0,48.0,9.0,57.0,3.0,80.0,7.0,38.0,1.0,59.0,4.0,12.0,10.0,29.0,9.0,48.0,4.0,263.31332239999995
1.0,54.0,4.0,99.0,3.0,42.0,5.0,56.0,8.0,41.0,3.0,4.0,1.0,92.0,5.0,56.0,4.0,306.6420725
1.0,64.0,4.0,6.0,4.0,74.0,8.0,48.0,7.0,80.0,3.0,62.0,7.0,48.0,9.0,53.0,2.0,262.5643567999999
2.0,62.0,7.0,69.0,3.0,37.0,1.0,61.0,2.0,86.0,8.0,31.0,6.0,16.0,9.0,96.0,9.0,207.4809775
2.0,47.0,3.0,71.0,9.0,31.0,9.0,38.0,1.0,30.0,9.0,68.0,7.0,45.0,10.0,66.0,6.0,232.62724239999997
2.0,70.0,3.0,82.0,3.0,42.0,5.0,15.0,2.0,53.0,8.0,20.0,3.0,59.0,7.0,47.0,1.0,215.6695392
2.0,4.0,5.0,75.0,5.0,23.0,9.0,39.0,10.0,85.0,3.0,10.0,9.0,71.0,8.0,50.0,10.0,261.3468616
2.0,89.0,7.0,81.0,1.0,74.0,8.0,35.0,9.0,67.0,6.0,43.0,2.0,97.0,9.0,70.0,10.0,302.834239
2.0,15.0,9.0,94.0,4.0,74.0,1.0,93.0,9.0,20.0,5.0,51.0,7.0,31.0,8.0,58.0,2.0,201.8079809
2.0,39.0,10.0,54.0,9.0,12.0,5.0,37.0,1.0,66.0,10.0,55.0,1.0,25.0,7.0,31.0,5.0,205.82796009999998
1.0,71.0,5.0,37.0,5.0,7.0,2.0,3.0,2.0,56.0,7.0,74.0,7.0,87.0,5.0,62.0,4.0,271.7195322
2.0,29.0,8.0,27.0,6.0,26.0,8.0,19.0,3.0,18.0,4.0,28.0,2.0,96.0,6.0,77.0,8.0,259.9724077
1.0,4.0,7.0,13.0,8.0,25.0,7.0,68.0,2.0,54.0,6.0,35.0,5.0,55.0,1.0,2.0,3.0,207.17817730000004
1.0,10.0,4.0,31.0,9.0,26.0,9.0,58.0,1.0,62.0,8.0,9.0,4.0,81.0,9.0,14.0,3.0,299.7621094
1.0,67.0,10.0,92.0,5.0,94.0,7.0,45.0,4.0,1.0,8.0,52.0,9.0,80.0,5.0,27.0,7.0,284.8656698
1.0,65.0,7.0,26.0,6.0,78.0,10.0,100.0,2.0,1.0,4.0,58.0,1.0,4.0,1.0,25.0,1.0,237.60719230000004
1.0,64.0,5.0,21.0,4.0,16.0,10.0,35.0,6.0,57.0,5.0,31.0,5.0,34.0,6.0,42.0,3.0,262.2547325
1.0,63.0,7.0,77.0,1.0,41.0,6.0,96.0,5.0,71.0,8.0,27.0,10.0,5.0,7.0,32.0,4.0,265.2201868
1.0,97.0,4.0,30.0,10.0,38.0,2.0,83.0,3.0,56.0,3.0,64.0,9.0,29.0,6.0,100.0,1.0,269.4528073
1.0,42.0,7.0,81.0,5.0,55.0,7.0,56.0,1.0,20.0,9.0,28.0,5.0,44.0,9.0,28.0,3.0,278.1402883
2.0,6.0,5.0,90.0,1.0,21.0,4.0,80.0,9.0,7.0,3.0,21.0,6.0,25.0,3.0,92.0,5.0,174.3476609
2.0,75.0,5.0,59.0,7.0,5.0,3.0,81.0,1.0,52.0,1.0,87.0,10.0,45.0,6.0,45.0,8.0,223.5661455
2.0,76.0,6.0,99.0,4.0,69.0,6.0,37.0,4.0,78.0,8.0,97.0,9.0,33.0,7.0,82.0,7.0,224.27972150000002
2.0,54.0,4.0,93.0,6.0,85.0,3.0,73.0,3.0,55.0,4.0,22.0,7.0,52.0,7.0,11.0,7.0,237.52626569999998
2.0,93.0,2.0,28.0,1.0,83.0,7.0,3.0,8.0,23.0,5.0,79.0,6.0,44.0,9.0,51.0,10.0,225.45213859999998
1.0,26.0,9.0,98.0,3.0,50.0,2.0,67.0,2.0,48.0,1.0,50.0,3.0,58.0,7.0,29.0,5.0,297.93360899999993
1.0,61.0,7.0,55.0,10.0,77.0,2.0,47.0,7.0,67.0,8.0,35.0,10.0,13.0,6.0,72.0,3.0,256.8138126
2.0,82.0,7.0,55.0,3.0,74.0,4.0,96.0,2.0,81.0,10.0,27.0,9.0,75.0,5.0,18.0,3.0,243.4291296
1.0,50.0,7.0,73.0,5.0,77.0,10.0,10.0,8.0,7.0,10.0,20.0,6.0,98.0,8.0,82.0,5.0,279.85534229999996
1.0,17.0,8.0,94.0,2.0,77.0,9.0,32.0,10.0,7.0,1.0,79.0,3.0,48.0,6.0,39.0,1.0,259.2650073
1.0,92.0,1.0,50.0,4.0,85.0,2.0,10.0,9.0,52.0,8.0,100.0,2.0,51.0,4.0,97.0,4.0,277.4277713
2.0,37.0,2.0,87.0,7.0,34.0,3.0,36.0,9.0,74.0,3.0,32.0,7.0,99.0,6.0,71.0,3.0,250.8789391
2.0,89.0,4.0,59.0,5.0,36.0,7.0,61.0,6.0,16.0,10.0,64.0,3.0,22.0,10.0,47.0,8.0,213.9642667
2.0,65.0,1.0,67.0,9.0,79.0,10.0,58.0,4.0,96.0,2.0,51.0,2.0,16.0,5.0,72.0,10.0,239.8599881
2.0,71.0,5.0,97.0,1.0,17.0,3.0,99.0,8.0,33.0,9.0,29.0,2.0,41.0,10.0,72.0,2.0,210.3193815
1.0,23.0,7.0,57.0,7.0,57.0,2.0,13.0,5.0,77.0,10.0,16.0,8.0,35.0,10.0,38.0,8.0,258.3470871
1.0,63.0,4.0,38.0,4.0,8.0,3.0,87.0,8.0,78.0,3.0,90.0,10.0,56.0,10.0,28.0,10.0,296.6631632
2.0,24.0,5.0,70.0,10.0,38.0,1.0,59.0,3.0,55.0,2.0,68.0,2.0,68.0,7.0,33.0,6.0,251.27954409999995
1.0,3.0,9.0,7.0,3.0,90.0,9.0,10.0,3.0,19.0,3.0,91.0,4.0,6.0,2.0,4.0,9.0,177.8932326
1.0,13.0,1.0,26.0,3.0,100.0,9.0,53.0,6.0,59.0,9.0,64.0,5.0,86.0,7.0,26.0,3.0,311.48232970000004
1.0,38.0,5.0,37.0,5.0,6.0,10.0,32.0,6.0,70.0,10.0,31.0,3.0,85.0,8.0,28.0,2.0,301.6733451
1.0,38.0,6.0,29.0,8.0,23.0,9.0,52.0,6.0,36.0,6.0,20.0,10.0,50.0,3.0,21.0,9.0,271.61504510000003
2.0,64.0,5.0,93.0,5.0,80.0,2.0,51.0,5.0,27.0,5.0,62.0,8.0,83.0,7.0,30.0,7.0,266.6835775
1.0,21.0,3.0,60.0,3.0,87.0,9.0,62.0,10.0,75.0,3.0,79.0,1.0,35.0,1.0,26.0,1.0,259.50897319999996
2.0,56.0,7.0,69.0,9.0,90.0,5.0,71.0,6.0,65.0,2.0,65.0,9.0,69.0,5.0,26.0,4.0,242.50818110000006
2.0,2.0,7.0,92.0,1.0,79.0,7.0,44.0,3.0,31.0,5.0,90.0,10.0,81.0,4.0,34.0,8.0,234.3344735
2.0,4.0,3.0,79.0,3.0,60.0,5.0,27.0,4.0,24.0,9.0,59.0,9.0,99.0,1.0,61.0,2.0,184.82139160000003
1.0,36.0,1.0,56.0,8.0,59.0,7.0,89.0,7.0,39.0,3.0,95.0,3.0,4.0,10.0,32.0,8.0,275.86834719999996
2.0,32.0,6.0,37.0,10.0,8.0,5.0,27.0,2.0,72.0,7.0,82.0,9.0,73.0,8.0,80.0,8.0,248.08730449999996
1.0,94.0,4.0,40.0,2.0,76.0,5.0,23.0,9.0,78.0,1.0,86.0,5.0,63.0,6.0,30.0,7.0,301.5171689
2.0,27.0,7.0,47.0,9.0,95.0,6.0,96.0,2.0,100.0,7.0,93.0,2.0,4.0,8.0,94.0,9.0,221.5313628
1.0,22.0,3.0,78.0,8.0,57.0,3.0,9.0,3.0,58.0,7.0,53.0,6.0,16.0,2.0,99.0,6.0,238.9831719
1.0,62.0,6.0,47.0,8.0,20.0,9.0,60.0,10.0,66.0,6.0,19.0,3.0,54.0,7.0,66.0,10.0,288.7880777
2.0,2.0,3.0,95.0,7.0,8.0,5.0,15.0,4.0,14.0,4.0,17.0,6.0,44.0,5.0,64.0,7.0,179.99185599999998
1.0,28.0,9.0,44.0,8.0,86.0,9.0,62.0,10.0,69.0,4.0,91.0,6.0,77.0,9.0,11.0,3.0,314.082818
2.0,28.0,6.0,95.0,2.0,59.0,8.0,42.0,2.0,81.0,4.0,50.0,2.0,83.0,5.0,76.0,1.0,235.0899864
1.0,57.0,10.0,7.0,10.0,8.0,7.0,3.0,10.0,42.0,8.0,64.0,4.0,83.0,7.0,82.0,9.0,259.9169317
1.0,17.0,5.0,2.0,7.0,83.0,2.0,70.0,8.0,79.0,8.0,80.0,4.0,25.0,9.0,72.0,7.0,220.15458449999997
2.0,93.0,9.0,14.0,6.0,30.0,7.0,18.0,2.0,73.0,8.0,62.0,1.0,4.0,3.0,29.0,7.0,205.9154942
1.0,1.0,4.0,21.0,1.0,85.0,3.0,15.0,4.0,75.0,8.0,52.0,4.0,63.0,2.0,45.0,8.0,221.7931194
2.0,72.0,5.0,36.0,10.0,80.0,3.0,16.0,10.0,81.0,6.0,39.0,1.0,15.0,4.0,77.0,10.0,231.28715160000002
2.0,7.0,1.0,30.0,4.0,68.0,9.0,45.0,8.0,90.0,2.0,64.0,1.0,42.0,7.0,47.0,9.0,218.55201419999997
2.0,79.0,4.0,1.0,7.0,49.0,2.0,64.0,8.0,73.0,1.0,84.0,1.0,4.0,5.0,13.0,6.0,187.9078913
2.0,74.0,5.0,13.0,4.0,18.0,7.0,79.0,10.0,51.0,3.0,86.0,8.0,97.0,9.0,15.0,1.0,237.9637594
1.0,73.0,7.0,91.0,2.0,6.0,2.0,46.0,4.0,54.0,9.0,55.0,6.0,12.0,3.0,58.0,10.0,255.1255665
1.0,85.0,6.0,46.0,10.0,53.0,1.0,43.0,3.0,3.0,3.0,64.0,3.0,97.0,6.0,24.0,4.0,291.7310254
1.0,12.0,4.0,27.0,7.0,46.0,8.0,30.0,9.0,99.0,7.0,15.0,10.0,68.0,6.0,43.0,5.0,287.3112242
1.0,53.0,9.0,92.0,3.0,100.0,7.0,13.0,2.0,47.0,9.0,35.0,4.0,88.0,7.0,62.0,7.0,311.141481
1.0,94.0,1.0,34.0,10.0,66.0,6.0,36.0,10.0,66.0,10.0,31.0,9.0,81.0,5.0,43.0,9.0,311.9924221
1.0,44.0,3.0,84.0,3.0,84.0,7.0,2.0,1.0,94.0,5.0,35.0,7.0,33.0,6.0,61.0,7.0,238.41914730000002
1.0,69.0,5.0,99.0,8.0,63.0,5.0,79.0,9.0,68.0,8.0,87.0,1.0,16.0,8.0,67.0,6.0,265.79566400000004
2.0,25.0,6.0,27.0,2.0,85.0,2.0,95.0,6.0,58.0,9.0,95.0,10.0,44.0,6.0,46.0,7.0,232.5346025
2.0,94.0,8.0,90.0,9.0,32.0,1.0,8.0,7.0,26.0,3.0,72.0,8.0,52.0,8.0,82.0,3.0,204.45169230000002
1.0,9.0,9.0,6.0,4.0,14.0,6.0,51.0,7.0,30.0,7.0,81.0,5.0,42.0,10.0,76.0,3.0,242.025863
1.0,91.0,3.0,62.0,9.0,32.0,1.0,56.0,6.0,22.0,1.0,87.0,1.0,5.0,6.0,54.0,1.0,264.19649319999996
2.0,54.0,2.0,20.0,1.0,49.0,4.0,12.0,1.0,67.0,9.0,63.0,8.0,61.0,4.0,65.0,2.0,212.80056650000003
2.0,51.0,10.0,100.0,10.0,60.0,3.0,81.0,4.0,99.0,9.0,21.0,8.0,90.0,4.0,71.0,9.0,265.3001165
2.0,75.0,4.0,66.0,4.0,3.0,10.0,4.0,1.0,86.0,1.0,15.0,2.0,70.0,3.0,13.0,8.0,188.73536159999998
2.0,65.0,8.0,77.0,5.0,56.0,10.0,20.0,9.0,37.0,6.0,36.0,5.0,17.0,9.0,30.0,9.0,204.15286780000002
2.0,87.0,7.0,62.0,5.0,92.0,1.0,25.0,9.0,29.0,2.0,60.0,7.0,80.0,1.0,64.0,10.0,258.0592153
2.0,65.0,1.0,41.0,9.0,90.0,8.0,13.0,7.0,7.0,2.0,78.0,1.0,81.0,3.0,53.0,9.0,220.3865016
1.0,79.0,10.0,85.0,10.0,90.0,1.0,84.0,8.0,96.0,7.0,86.0,2.0,29.0,10.0,18.0,10.0,283.4309599
2.0,51.0,10.0,39.0,5.0,92.0,8.0,19.0,8.0,98.0,2.0,60.0,7.0,81.0,6.0,70.0,9.0,260.3582818
1.0,82.0,5.0,3.0,7.0,31.0,5.0,59.0,10.0,81.0,10.0,26.0,2.0,31.0,6.0,82.0,2.0,215.29574189999997
2.0,79.0,6.0,94.0,4.0,84.0,8.0,29.0,5.0,77.0,4.0,92.0,7.0,58.0,6.0,22.0,7.0,243.6173358
1.0,44.0,10.0,46.0,1.0,34.0,2.0,80.0,10.0,69.0,7.0,54.0,10.0,53.0,2.0,59.0,3.0,277.92300670000003
2.0,38.0,3.0,19.0,10.0,28.0,8.0,3.0,3.0,67.0,4.0,49.0,3.0,39.0,3.0,48.0,10.0,213.0304821
1.0,75.0,4.0,5.0,8.0,68.0,8.0,27.0,3.0,78.0,5.0,63.0,5.0,55.0,5.0,3.0,1.0,252.28214100000002
1.0,85.0,8.0,36.0,4.0,58.0,9.0,76.0,7.0,24.0,6.0,52.0,9.0,71.0,9.0,28.0,2.0,309.27086619999994
1.0,48.0,7.0,66.0,5.0,55.0,5.0,20.0,4.0,58.0,10.0,77.0,7.0,53.0,5.0,79.0,5.0,287.40902
2.0,37.0,9.0,55.0,4.0,16.0,9.0,21.0,5.0,42.0,7.0,82.0,4.0,50.0,6.0,98.0,1.0,200.2066718
1.0,23.0,10.0,50.0,2.0,94.0,6.0,73.0,7.0,3.0,3.0,84.0,5.0,31.0,6.0,37.0,2.0,241.5824623
1.0,71.0,8.0,3.0,6.0,13.0,7.0,27.0,10.0,42.0,9.0,33.0,8.0,68.0,5.0,54.0,3.0,241.87460930000003
2.0,57.0,2.0,64.0,6.0,31.0,5.0,63.0,1.0,98.0,2.0,97.0,9.0,75.0,1.0,29.0,3.0,209.53787860000003
1.0,9.0,7.0,60.0,5.0,76.0,5.0,21.0,10.0,92.0,7.0,53.0,5.0,20.0,1.0,45.0,2.0,239.27894480000003
2.0,40.0,5.0,76.0,3.0,42.0,6.0,67.0,2.0,39.0,6.0,48.0,1.0,66.0,5.0,37.0,4.0,237.56265770000002
2.0,44.0,7.0,69.0,10.0,77.0,10.0,10.0,7.0,85.0,5.0,45.0,9.0,78.0,7.0,87.0,2.0,232.74832000000004
2.0,79.0,6.0,93.0,5.0,73.0,4.0,98.0,7.0,6.0,3.0,62.0,10.0,70.0,3.0,47.0,6.0,222.85813029999997
1.0,66.0,3.0,3.0,3.0,72.0,10.0,61.0,1.0,96.0,6.0,100.0,4.0,7.0,1.0,66.0,1.0,208.6762149
2.0,7.0,2.0,75.0,2.0,77.0,7.0,22.0,8.0,29.0,9.0,5.0,9.0,83.0,8.0,42.0,2.0,232.3700326
1.0,52.0,6.0,17.0,3.0,91.0,8.0,48.0,4.0,88.0,10.0,19.0,3.0,67.0,2.0,58.0,1.0,272.81151719999997
2.0,30.0,1.0,16.0,3.0,33.0,2.0,97.0,1.0,90.0,8.0,7.0,2.0,83.0,8.0,65.0,3.0,245.160179
1.0,44.0,10.0,4.0,8.0,99.0,4.0,6.0,10.0,42.0,10.0,33.0,8.0,62.0,4.0,91.0,7.0,226.2747207
2.0,68.0,9.0,64.0,3.0,79.0,8.0,72.0,3.0,2.0,10.0,33.0,3.0,47.0,2.0,50.0,3.0,175.5037684
1.0,31.0,3.0,70.0,6.0,59.0,4.0,55.0,8.0,14.0,5.0,22.0,8.0,14.0,9.0,40.0,9.0,250.8338766
2.0,14.0,7.0,11.0,7.0,52.0,1.0,29.0,3.0,46.0,5.0,62.0,2.0,90.0,4.0,67.0,7.0,253.69612130000002
2.0,46.0,4.0,32.0,8.0,72.0,7.0,89.0,4.0,89.0,3.0,29.0,7.0,24.0,10.0,21.0,10.0,238.12079359999998
1.0,88.0,7.0,34.0,10.0,13.0,4.0,5.0,5.0,6.0,9.0,61.0,1.0,84.0,6.0,83.0,8.0,255.2399408
1.0,46.0,4.0,34.0,4.0,11.0,7.0,73.0,8.0,20.0,10.0,8.0,6.0,98.0,6.0,85.0,9.0,304.9306868
2.0,98.0,8.0,41.0,7.0,29.0,10.0,32.0,7.0,13.0,2.0,36.0,3.0,83.0,8.0,12.0,8.0,254.28868389999997
