context,drawer(downsampling rate),drawer(frame rate),cpu(downsampling rate),cpu(frame rate),chair(downsampling rate),chair(frame rate),computer(downsampling rate),computer(frame rate),keyboard(downsampling rate),keyboard(frame rate),mouse(downsampling rate),mouse(frame rate),computer_2(downsampling rate),computer_2(frame rate),bag(downsampling rate),bag(frame rate),clothes(downsampling rate),clothes(frame rate),food(downsampling rate),food(frame rate),canister(downsampling rate),canister(frame rate),papers(downsampling rate),papers(frame rate),desk(downsampling rate),desk(frame rate),person_1(downsampling rate),person_1(frame rate),person_2(downsampling rate),person_2(frame rate),score
1.0,72.0,9.0,11.0,4.0,15.0,3.0,80.0,8.0,47.0,7.0,45.0,2.0,98.0,3.0,98.0,6.0,82.0,4.0,62.0,5.0,61.0,1.0,9.0,1.0,9.0,2.0,57.0,3.0,51.0,7.0,358.1294925000001
2.0,34.0,10.0,55.0,8.0,76.0,9.0,81.0,1.0,28.0,10.0,81.0,1.0,59.0,7.0,64.0,2.0,11.0,8.0,62.0,6.0,83.0,10.0,49.0,9.0,56.0,4.0,56.0,2.0,20.0,5.0,318.3957685
2.0,41.0,6.0,80.0,4.0,55.0,7.0,42.0,9.0,44.0,7.0,73.0,2.0,100.0,1.0,17.0,8.0,31.0,2.0,26.0,2.0,45.0,8.0,73.0,6.0,94.0,10.0,27.0,10.0,41.0,8.0,347.06377249999997
1.0,30.0,5.0,99.0,4.0,58.0,2.0,6.0,5.0,18.0,1.0,88.0,3.0,40.0,9.0,69.0,6.0,4.0,2.0,43.0,6.0,61.0,3.0,90.0,3.0,43.0,2.0,42.0,3.0,15.0,7.0,349.0538743
1.0,19.0,2.0,47.0,10.0,1.0,7.0,83.0,4.0,80.0,5.0,73.0,8.0,15.0,6.0,42.0,7.0,66.0,7.0,30.0,2.0,82.0,9.0,10.0,1.0,34.0,8.0,97.0,10.0,76.0,10.0,365.612714
1.0,53.0,10.0,38.0,10.0,22.0,5.0,92.0,9.0,51.0,7.0,30.0,3.0,18.0,6.0,51.0,4.0,79.0,7.0,16.0,7.0,51.0,2.0,70.0,4.0,62.0,1.0,42.0,1.0,69.0,1.0,357.48055899999997
1.0,93.0,4.0,74.0,7.0,40.0,2.0,18.0,4.0,20.0,7.0,49.0,5.0,42.0,3.0,11.0,1.0,73.0,10.0,35.0,7.0,58.0,7.0,22.0,7.0,81.0,2.0,39.0,9.0,91.0,2.0,395.68080309999993
1.0,92.0,7.0,66.0,5.0,51.0,7.0,94.0,1.0,65.0,4.0,42.0,1.0,65.0,3.0,35.0,8.0,28.0,5.0,46.0,6.0,82.0,2.0,59.0,9.0,54.0,4.0,69.0,1.0,14.0,3.0,367.6357287
1.0,81.0,6.0,69.0,9.0,30.0,1.0,32.0,2.0,97.0,3.0,52.0,5.0,6.0,3.0,97.0,6.0,98.0,1.0,26.0,5.0,15.0,7.0,1.0,6.0,38.0,3.0,92.0,6.0,48.0,6.0,326.3768601
2.0,8.0,4.0,73.0,2.0,54.0,2.0,59.0,10.0,58.0,6.0,53.0,2.0,78.0,4.0,34.0,10.0,91.0,8.0,76.0,9.0,89.0,2.0,73.0,7.0,31.0,9.0,19.0,1.0,47.0,6.0,295.4830406
1.0,81.0,7.0,71.0,10.0,8.0,4.0,63.0,2.0,20.0,3.0,99.0,6.0,72.0,4.0,22.0,7.0,21.0,2.0,56.0,4.0,83.0,10.0,90.0,6.0,49.0,7.0,23.0,4.0,22.0,10.0,379.69821049999996
1.0,1.0,1.0,15.0,8.0,32.0,2.0,47.0,5.0,54.0,9.0,10.0,6.0,85.0,5.0,59.0,10.0,1.0,6.0,41.0,4.0,74.0,6.0,97.0,5.0,2.0,3.0,85.0,6.0,71.0,3.0,356.79588949999993
1.0,34.0,5.0,48.0,3.0,14.0,6.0,93.0,5.0,19.0,10.0,74.0,5.0,33.0,4.0,14.0,6.0,45.0,7.0,14.0,7.0,51.0,9.0,73.0,4.0,42.0,4.0,62.0,1.0,10.0,10.0,352.18543919999996
1.0,94.0,1.0,22.0,7.0,1.0,1.0,65.0,3.0,25.0,1.0,100.0,8.0,3.0,9.0,53.0,7.0,19.0,9.0,5.0,1.0,91.0,2.0,82.0,1.0,19.0,9.0,48.0,1.0,34.0,6.0,276.03406550000005
1.0,5.0,5.0,4.0,6.0,67.0,4.0,75.0,6.0,89.0,4.0,44.0,3.0,44.0,7.0,75.0,4.0,42.0,10.0,9.0,5.0,41.0,4.0,53.0,1.0,53.0,1.0,48.0,4.0,52.0,8.0,378.1458314
1.0,48.0,6.0,62.0,1.0,24.0,4.0,23.0,2.0,45.0,5.0,7.0,2.0,95.0,10.0,38.0,6.0,7.0,9.0,57.0,2.0,8.0,10.0,67.0,8.0,21.0,2.0,71.0,1.0,9.0,4.0,348.8827199000001
2.0,39.0,3.0,62.0,4.0,34.0,1.0,57.0,6.0,39.0,3.0,15.0,4.0,68.0,9.0,17.0,6.0,100.0,5.0,53.0,9.0,18.0,5.0,100.0,9.0,10.0,6.0,35.0,5.0,78.0,8.0,325.7514629
1.0,56.0,7.0,22.0,1.0,63.0,6.0,92.0,8.0,95.0,4.0,45.0,2.0,45.0,10.0,99.0,5.0,54.0,6.0,7.0,7.0,42.0,6.0,60.0,3.0,56.0,7.0,27.0,6.0,63.0,6.0,399.5064985
2.0,66.0,6.0,60.0,7.0,47.0,6.0,5.0,10.0,100.0,1.0,31.0,10.0,72.0,1.0,32.0,7.0,24.0,5.0,47.0,2.0,33.0,5.0,99.0,5.0,40.0,4.0,6.0,4.0,53.0,5.0,278.6857372000001
2.0,92.0,4.0,97.0,6.0,65.0,3.0,78.0,2.0,77.0,10.0,46.0,9.0,1.0,8.0,16.0,10.0,57.0,4.0,6.0,1.0,35.0,7.0,67.0,10.0,70.0,4.0,9.0,7.0,64.0,4.0,276.36325930000004
1.0,81.0,3.0,22.0,7.0,98.0,4.0,65.0,4.0,39.0,4.0,24.0,7.0,21.0,7.0,41.0,3.0,42.0,4.0,56.0,8.0,31.0,6.0,64.0,2.0,62.0,5.0,99.0,2.0,17.0,5.0,371.61913899999996
1.0,64.0,7.0,8.0,2.0,89.0,1.0,76.0,7.0,9.0,3.0,49.0,8.0,62.0,8.0,81.0,2.0,85.0,8.0,31.0,10.0,5.0,10.0,34.0,6.0,10.0,6.0,25.0,2.0,88.0,6.0,349.654104
1.0,12.0,5.0,39.0,7.0,43.0,2.0,21.0,1.0,22.0,2.0,13.0,6.0,6.0,8.0,55.0,2.0,18.0,4.0,15.0,10.0,2.0,1.0,69.0,6.0,97.0,8.0,43.0,9.0,72.0,4.0,362.5001056999999
2.0,35.0,2.0,37.0,4.0,75.0,4.0,13.0,1.0,82.0,1.0,4.0,10.0,24.0,7.0,31.0,8.0,37.0,8.0,13.0,8.0,11.0,7.0,66.0,2.0,90.0,2.0,23.0,5.0,7.0,3.0,317.4133947
1.0,87.0,8.0,64.0,6.0,79.0,8.0,32.0,10.0,15.0,2.0,64.0,7.0,56.0,6.0,3.0,5.0,67.0,9.0,99.0,4.0,33.0,8.0,7.0,7.0,14.0,5.0,94.0,1.0,25.0,6.0,321.1821616
1.0,2.0,5.0,41.0,10.0,54.0,8.0,16.0,4.0,30.0,4.0,2.0,4.0,20.0,9.0,71.0,2.0,52.0,2.0,23.0,10.0,58.0,5.0,61.0,5.0,89.0,9.0,22.0,10.0,76.0,4.0,370.0945125999999
1.0,62.0,10.0,71.0,9.0,35.0,8.0,83.0,7.0,73.0,4.0,22.0,10.0,88.0,7.0,95.0,7.0,49.0,5.0,11.0,6.0,1.0,7.0,31.0,10.0,44.0,2.0,6.0,1.0,95.0,8.0,337.2410521
2.0,58.0,9.0,93.0,9.0,33.0,6.0,95.0,2.0,44.0,4.0,55.0,1.0,29.0,6.0,88.0,1.0,75.0,4.0,62.0,4.0,38.0,7.0,71.0,1.0,4.0,10.0,100.0,4.0,37.0,9.0,307.25313370000003
1.0,96.0,9.0,26.0,5.0,5.0,6.0,62.0,6.0,44.0,10.0,76.0,6.0,73.0,7.0,31.0,2.0,75.0,2.0,42.0,8.0,69.0,9.0,21.0,8.0,40.0,2.0,10.0,9.0,16.0,9.0,347.7783247
2.0,72.0,9.0,18.0,4.0,99.0,5.0,9.0,5.0,60.0,9.0,11.0,1.0,87.0,8.0,15.0,1.0,86.0,5.0,51.0,10.0,75.0,9.0,57.0,1.0,62.0,5.0,98.0,5.0,32.0,8.0,334.1964549
2.0,90.0,4.0,55.0,7.0,3.0,10.0,58.0,7.0,38.0,4.0,3.0,8.0,44.0,2.0,48.0,7.0,2.0,4.0,81.0,8.0,92.0,4.0,68.0,6.0,54.0,8.0,61.0,8.0,27.0,3.0,318.15987540000003
1.0,51.0,5.0,79.0,6.0,72.0,6.0,18.0,4.0,67.0,10.0,62.0,10.0,12.0,3.0,2.0,4.0,45.0,4.0,18.0,6.0,92.0,5.0,95.0,5.0,44.0,3.0,24.0,4.0,11.0,8.0,359.75594889999996
1.0,23.0,5.0,79.0,8.0,88.0,2.0,41.0,3.0,64.0,9.0,9.0,7.0,13.0,3.0,1.0,8.0,55.0,5.0,24.0,3.0,18.0,4.0,88.0,2.0,65.0,9.0,48.0,10.0,46.0,3.0,385.0031464
1.0,14.0,4.0,27.0,5.0,57.0,9.0,47.0,7.0,43.0,3.0,41.0,9.0,66.0,7.0,82.0,3.0,8.0,6.0,1.0,6.0,83.0,8.0,72.0,4.0,32.0,1.0,24.0,9.0,68.0,9.0,386.2604141
1.0,62.0,1.0,8.0,9.0,89.0,9.0,43.0,5.0,71.0,2.0,70.0,7.0,33.0,6.0,30.0,5.0,52.0,2.0,41.0,7.0,31.0,1.0,90.0,5.0,55.0,3.0,96.0,8.0,40.0,6.0,403.16769980000004
1.0,97.0,3.0,92.0,1.0,27.0,10.0,93.0,2.0,80.0,5.0,52.0,3.0,5.0,8.0,17.0,1.0,59.0,2.0,41.0,6.0,61.0,5.0,79.0,2.0,38.0,2.0,17.0,4.0,2.0,10.0,345.63651269999997
1.0,35.0,2.0,63.0,2.0,94.0,1.0,38.0,3.0,85.0,8.0,7.0,9.0,96.0,7.0,7.0,9.0,15.0,4.0,68.0,3.0,52.0,5.0,42.0,10.0,26.0,3.0,70.0,7.0,30.0,4.0,397.81577849999996
1.0,27.0,9.0,29.0,7.0,22.0,6.0,53.0,8.0,62.0,4.0,100.0,1.0,20.0,5.0,41.0,9.0,22.0,1.0,95.0,8.0,34.0,2.0,70.0,3.0,33.0,5.0,89.0,1.0,32.0,4.0,349.47314480000006
1.0,53.0,8.0,42.0,10.0,57.0,1.0,73.0,6.0,11.0,7.0,55.0,9.0,64.0,4.0,7.0,6.0,76.0,7.0,71.0,3.0,14.0,8.0,52.0,2.0,34.0,3.0,24.0,3.0,58.0,6.0,376.35769930000004
1.0,75.0,2.0,50.0,7.0,34.0,5.0,26.0,3.0,42.0,9.0,80.0,4.0,18.0,8.0,40.0,8.0,82.0,2.0,46.0,6.0,42.0,8.0,41.0,2.0,12.0,7.0,78.0,2.0,42.0,3.0,351.52294230000007
2.0,44.0,10.0,28.0,8.0,3.0,1.0,37.0,3.0,42.0,9.0,32.0,3.0,9.0,8.0,27.0,1.0,13.0,9.0,90.0,2.0,99.0,7.0,88.0,10.0,86.0,1.0,86.0,2.0,42.0,9.0,281.2075436
2.0,97.0,8.0,59.0,8.0,93.0,5.0,98.0,3.0,58.0,2.0,50.0,6.0,49.0,9.0,79.0,9.0,21.0,4.0,52.0,3.0,48.0,5.0,5.0,5.0,75.0,3.0,18.0,5.0,6.0,9.0,324.7710794
2.0,47.0,3.0,89.0,1.0,83.0,9.0,44.0,5.0,19.0,6.0,17.0,8.0,58.0,7.0,22.0,9.0,28.0,3.0,17.0,10.0,5.0,4.0,51.0,1.0,28.0,7.0,41.0,7.0,90.0,1.0,334.18559400000004
1.0,58.0,7.0,82.0,8.0,64.0,10.0,8.0,1.0,70.0,4.0,96.0,4.0,17.0,1.0,20.0,2.0,45.0,4.0,51.0,9.0,6.0,1.0,71.0,8.0,6.0,4.0,37.0,5.0,6.0,10.0,341.0727636
2.0,76.0,7.0,53.0,2.0,90.0,5.0,98.0,5.0,100.0,5.0,65.0,3.0,33.0,2.0,8.0,9.0,93.0,7.0,12.0,2.0,62.0,7.0,23.0,9.0,14.0,3.0,60.0,6.0,90.0,3.0,334.30822649999993
1.0,84.0,7.0,14.0,6.0,71.0,3.0,45.0,7.0,80.0,2.0,34.0,7.0,52.0,10.0,29.0,4.0,99.0,9.0,78.0,5.0,82.0,10.0,89.0,3.0,17.0,6.0,62.0,3.0,4.0,4.0,380.45862880000004
2.0,30.0,2.0,46.0,7.0,78.0,1.0,26.0,8.0,38.0,5.0,35.0,6.0,5.0,10.0,39.0,5.0,30.0,10.0,71.0,10.0,9.0,8.0,97.0,1.0,72.0,2.0,39.0,5.0,32.0,5.0,320.57525280000004
2.0,41.0,2.0,3.0,8.0,56.0,2.0,87.0,9.0,37.0,10.0,61.0,7.0,18.0,4.0,34.0,1.0,55.0,7.0,98.0,4.0,4.0,5.0,80.0,4.0,57.0,4.0,49.0,10.0,91.0,10.0,357.2368261
1.0,20.0,3.0,49.0,2.0,93.0,2.0,45.0,7.0,22.0,3.0,81.0,4.0,33.0,4.0,48.0,7.0,21.0,7.0,44.0,7.0,28.0,6.0,65.0,2.0,37.0,9.0,9.0,1.0,18.0,2.0,331.7960566
1.0,92.0,1.0,65.0,1.0,11.0,9.0,6.0,2.0,94.0,1.0,8.0,9.0,42.0,1.0,71.0,4.0,77.0,3.0,75.0,8.0,48.0,8.0,7.0,5.0,65.0,7.0,49.0,8.0,29.0,4.0,353.01031449999994
1.0,95.0,1.0,43.0,4.0,25.0,9.0,40.0,7.0,78.0,9.0,31.0,1.0,72.0,7.0,96.0,5.0,19.0,6.0,65.0,1.0,45.0,4.0,98.0,3.0,22.0,10.0,3.0,9.0,63.0,6.0,340.48293099999995
1.0,70.0,2.0,36.0,7.0,32.0,5.0,25.0,10.0,67.0,3.0,51.0,3.0,24.0,9.0,82.0,4.0,68.0,3.0,3.0,5.0,52.0,2.0,80.0,5.0,98.0,10.0,6.0,2.0,52.0,5.0,336.26188499999995
1.0,78.0,10.0,56.0,5.0,6.0,9.0,3.0,2.0,65.0,8.0,24.0,9.0,78.0,2.0,56.0,2.0,48.0,6.0,79.0,3.0,99.0,1.0,12.0,2.0,35.0,10.0,24.0,1.0,21.0,10.0,295.5909192
2.0,12.0,9.0,2.0,4.0,12.0,9.0,70.0,3.0,97.0,4.0,63.0,3.0,31.0,4.0,78.0,1.0,38.0,8.0,2.0,1.0,96.0,10.0,2.0,4.0,76.0,9.0,2.0,9.0,57.0,7.0,248.74110140000002
2.0,22.0,10.0,56.0,6.0,31.0,9.0,63.0,5.0,56.0,1.0,77.0,10.0,28.0,6.0,8.0,9.0,20.0,6.0,41.0,5.0,57.0,2.0,88.0,8.0,66.0,2.0,14.0,8.0,71.0,10.0,332.4835191
2.0,90.0,2.0,39.0,2.0,57.0,5.0,28.0,4.0,82.0,2.0,69.0,9.0,57.0,6.0,25.0,3.0,81.0,10.0,9.0,3.0,89.0,2.0,3.0,9.0,4.0,6.0,4.0,10.0,11.0,2.0,250.6539564
1.0,66.0,4.0,71.0,4.0,54.0,5.0,67.0,4.0,24.0,10.0,100.0,9.0,22.0,1.0,80.0,9.0,1.0,8.0,35.0,3.0,92.0,8.0,85.0,9.0,66.0,4.0,36.0,7.0,24.0,8.0,397.049364
1.0,41.0,9.0,35.0,3.0,70.0,4.0,80.0,3.0,87.0,8.0,28.0,4.0,95.0,1.0,8.0,8.0,11.0,1.0,72.0,8.0,3.0,1.0,88.0,8.0,35.0,10.0,37.0,1.0,99.0,10.0,366.64223669999996
1.0,9.0,8.0,79.0,10.0,100.0,4.0,97.0,2.0,1.0,3.0,92.0,6.0,76.0,8.0,34.0,3.0,9.0,1.0,59.0,10.0,19.0,1.0,66.0,7.0,7.0,10.0,35.0,3.0,93.0,6.0,349.93598099999997
2.0,74.0,9.0,16.0,3.0,79.0,3.0,15.0,3.0,32.0,10.0,26.0,8.0,13.0,2.0,87.0,5.0,47.0,8.0,80.0,2.0,5.0,2.0,65.0,8.0,4.0,7.0,70.0,1.0,71.0,8.0,262.6725113
1.0,72.0,1.0,57.0,1.0,69.0,10.0,48.0,8.0,2.0,5.0,10.0,9.0,4.0,4.0,76.0,4.0,39.0,7.0,98.0,3.0,3.0,5.0,79.0,10.0,60.0,3.0,97.0,3.0,49.0,9.0,338.5048903
2.0,17.0,5.0,99.0,5.0,20.0,3.0,6.0,7.0,72.0,2.0,7.0,4.0,29.0,6.0,6.0,1.0,6.0,7.0,16.0,8.0,34.0,4.0,63.0,3.0,17.0,5.0,16.0,2.0,52.0,1.0,270.7079962
2.0,16.0,8.0,76.0,1.0,31.0,7.0,78.0,3.0,71.0,3.0,91.0,3.0,33.0,9.0,68.0,1.0,52.0,8.0,85.0,5.0,69.0,4.0,80.0,5.0,53.0,4.0,1.0,3.0,7.0,10.0,300.3725532
1.0,25.0,7.0,57.0,2.0,99.0,8.0,13.0,5.0,44.0,7.0,7.0,9.0,7.0,7.0,41.0,8.0,73.0,6.0,29.0,10.0,24.0,2.0,78.0,10.0,31.0,9.0,34.0,8.0,100.0,5.0,363.1955311
2.0,6.0,9.0,95.0,8.0,36.0,5.0,35.0,7.0,98.0,10.0,45.0,9.0,33.0,4.0,53.0,5.0,27.0,5.0,93.0,2.0,56.0,2.0,96.0,2.0,4.0,2.0,85.0,2.0,92.0,7.0,285.3394243
1.0,97.0,5.0,17.0,4.0,27.0,7.0,18.0,1.0,52.0,9.0,65.0,4.0,83.0,6.0,9.0,4.0,62.0,1.0,60.0,2.0,74.0,6.0,67.0,2.0,24.0,3.0,19.0,1.0,21.0,7.0,345.752952
2.0,73.0,9.0,13.0,8.0,26.0,6.0,31.0,2.0,19.0,7.0,75.0,7.0,29.0,1.0,74.0,8.0,90.0,10.0,49.0,3.0,8.0,1.0,30.0,4.0,76.0,1.0,64.0,6.0,87.0,6.0,337.96289669999993
2.0,77.0,4.0,81.0,9.0,25.0,3.0,87.0,7.0,57.0,10.0,93.0,8.0,25.0,8.0,46.0,3.0,94.0,5.0,64.0,3.0,99.0,6.0,18.0,6.0,54.0,2.0,2.0,9.0,45.0,8.0,286.5877919
2.0,24.0,8.0,28.0,8.0,8.0,1.0,50.0,8.0,91.0,6.0,15.0,1.0,97.0,3.0,13.0,9.0,100.0,10.0,2.0,9.0,90.0,3.0,39.0,9.0,18.0,10.0,87.0,4.0,93.0,4.0,303.3622583
1.0,29.0,3.0,91.0,3.0,76.0,5.0,84.0,3.0,6.0,5.0,75.0,6.0,94.0,5.0,32.0,8.0,61.0,9.0,16.0,2.0,62.0,7.0,55.0,2.0,80.0,7.0,51.0,5.0,48.0,3.0,398.47496689999997
1.0,99.0,7.0,47.0,2.0,99.0,1.0,68.0,1.0,74.0,7.0,55.0,3.0,20.0,6.0,87.0,8.0,51.0,3.0,1.0,8.0,74.0,6.0,75.0,4.0,80.0,1.0,71.0,3.0,75.0,5.0,383.0402844000001
1.0,56.0,10.0,69.0,6.0,59.0,7.0,34.0,3.0,69.0,7.0,5.0,10.0,19.0,8.0,36.0,6.0,67.0,10.0,76.0,6.0,12.0,4.0,18.0,9.0,91.0,1.0,83.0,8.0,100.0,4.0,393.9642856
2.0,95.0,1.0,35.0,3.0,89.0,7.0,8.0,7.0,18.0,6.0,43.0,1.0,14.0,3.0,15.0,1.0,70.0,4.0,64.0,5.0,31.0,3.0,60.0,4.0,96.0,5.0,4.0,9.0,84.0,7.0,275.77215980000005
2.0,90.0,4.0,4.0,5.0,22.0,6.0,4.0,9.0,48.0,3.0,28.0,5.0,7.0,10.0,19.0,3.0,5.0,6.0,17.0,7.0,35.0,2.0,99.0,9.0,87.0,4.0,27.0,5.0,28.0,5.0,293.4340772
2.0,72.0,3.0,2.0,5.0,45.0,9.0,73.0,6.0,80.0,6.0,80.0,9.0,95.0,1.0,21.0,2.0,28.0,1.0,77.0,5.0,47.0,8.0,87.0,2.0,39.0,3.0,3.0,9.0,21.0,8.0,278.0246081
2.0,64.0,7.0,29.0,7.0,1.0,1.0,44.0,5.0,60.0,10.0,72.0,6.0,23.0,6.0,9.0,4.0,40.0,4.0,42.0,7.0,34.0,4.0,96.0,7.0,22.0,3.0,88.0,1.0,17.0,4.0,261.2929634
1.0,56.0,1.0,45.0,2.0,58.0,1.0,41.0,8.0,28.0,9.0,31.0,6.0,25.0,8.0,54.0,10.0,91.0,10.0,47.0,7.0,35.0,1.0,11.0,3.0,20.0,3.0,88.0,3.0,15.0,8.0,360.43393480000003
2.0,98.0,3.0,36.0,10.0,12.0,9.0,22.0,9.0,81.0,3.0,9.0,10.0,60.0,4.0,17.0,10.0,8.0,7.0,22.0,7.0,4.0,6.0,70.0,7.0,7.0,8.0,6.0,1.0,74.0,7.0,242.4840766
2.0,64.0,5.0,34.0,8.0,68.0,4.0,14.0,5.0,41.0,10.0,46.0,10.0,14.0,5.0,96.0,9.0,46.0,5.0,5.0,5.0,84.0,10.0,40.0,5.0,20.0,9.0,74.0,6.0,22.0,9.0,315.5447302
2.0,41.0,3.0,5.0,4.0,26.0,10.0,60.0,9.0,17.0,10.0,62.0,6.0,47.0,4.0,91.0,7.0,19.0,7.0,85.0,5.0,34.0,9.0,1.0,4.0,91.0,4.0,72.0,8.0,91.0,7.0,337.274088
1.0,55.0,2.0,30.0,9.0,69.0,4.0,42.0,8.0,91.0,10.0,63.0,2.0,13.0,3.0,24.0,1.0,30.0,8.0,24.0,2.0,3.0,6.0,65.0,7.0,32.0,2.0,55.0,7.0,46.0,7.0,383.9293238
1.0,26.0,4.0,92.0,9.0,97.0,4.0,49.0,4.0,49.0,9.0,24.0,2.0,55.0,3.0,30.0,9.0,96.0,10.0,48.0,4.0,66.0,3.0,70.0,3.0,41.0,10.0,74.0,9.0,28.0,8.0,408.14326769999997
1.0,62.0,6.0,47.0,6.0,1.0,7.0,14.0,6.0,99.0,10.0,16.0,3.0,1.0,10.0,77.0,8.0,29.0,7.0,64.0,3.0,78.0,9.0,22.0,3.0,87.0,7.0,83.0,2.0,73.0,2.0,281.41721240000004
2.0,78.0,2.0,3.0,1.0,8.0,7.0,94.0,5.0,99.0,4.0,44.0,8.0,32.0,4.0,95.0,9.0,63.0,8.0,31.0,10.0,68.0,2.0,58.0,5.0,31.0,9.0,27.0,2.0,63.0,10.0,307.8777586
2.0,84.0,9.0,84.0,9.0,56.0,8.0,20.0,9.0,65.0,9.0,43.0,2.0,45.0,8.0,8.0,6.0,79.0,3.0,41.0,2.0,39.0,6.0,31.0,8.0,45.0,4.0,28.0,5.0,78.0,5.0,339.6930989
2.0,24.0,7.0,91.0,2.0,28.0,1.0,13.0,1.0,6.0,8.0,11.0,7.0,24.0,1.0,30.0,3.0,56.0,2.0,82.0,5.0,71.0,8.0,25.0,5.0,24.0,2.0,77.0,6.0,24.0,8.0,324.79759
2.0,60.0,4.0,34.0,8.0,27.0,2.0,4.0,8.0,67.0,4.0,4.0,8.0,15.0,10.0,73.0,2.0,25.0,6.0,94.0,6.0,69.0,8.0,82.0,7.0,81.0,4.0,68.0,8.0,5.0,6.0,329.3796917
1.0,89.0,2.0,86.0,6.0,58.0,3.0,6.0,7.0,17.0,9.0,33.0,8.0,42.0,7.0,89.0,8.0,39.0,1.0,79.0,8.0,29.0,8.0,45.0,8.0,15.0,5.0,28.0,10.0,14.0,4.0,360.6471072
1.0,67.0,1.0,82.0,7.0,65.0,9.0,91.0,8.0,95.0,6.0,60.0,4.0,28.0,7.0,56.0,3.0,84.0,10.0,4.0,4.0,33.0,5.0,72.0,4.0,80.0,6.0,31.0,1.0,69.0,3.0,361.72035919999996
1.0,14.0,10.0,49.0,9.0,34.0,7.0,19.0,4.0,13.0,9.0,17.0,1.0,28.0,8.0,85.0,3.0,54.0,2.0,43.0,7.0,66.0,5.0,12.0,10.0,89.0,6.0,55.0,4.0,99.0,6.0,372.29656239999997
1.0,18.0,5.0,25.0,5.0,86.0,1.0,5.0,8.0,42.0,10.0,30.0,5.0,31.0,6.0,33.0,5.0,33.0,4.0,68.0,9.0,68.0,3.0,93.0,10.0,96.0,10.0,6.0,6.0,28.0,7.0,318.55385720000004
1.0,48.0,2.0,69.0,1.0,15.0,9.0,31.0,1.0,41.0,5.0,45.0,6.0,40.0,8.0,64.0,6.0,43.0,2.0,72.0,8.0,80.0,7.0,37.0,3.0,41.0,8.0,81.0,7.0,2.0,1.0,399.8107379000001
1.0,100.0,6.0,10.0,1.0,42.0,3.0,96.0,3.0,48.0,2.0,20.0,7.0,83.0,7.0,41.0,2.0,3.0,8.0,24.0,4.0,43.0,7.0,46.0,2.0,18.0,2.0,79.0,10.0,98.0,2.0,401.3386435
2.0,58.0,6.0,4.0,8.0,68.0,4.0,76.0,6.0,79.0,7.0,92.0,6.0,16.0,9.0,58.0,10.0,37.0,4.0,2.0,8.0,4.0,8.0,87.0,6.0,51.0,6.0,2.0,1.0,57.0,5.0,248.41167240000001
1.0,90.0,10.0,51.0,2.0,100.0,7.0,32.0,4.0,86.0,10.0,29.0,9.0,46.0,10.0,97.0,8.0,57.0,6.0,7.0,9.0,56.0,9.0,16.0,1.0,81.0,10.0,72.0,4.0,72.0,7.0,386.09073589999997
1.0,92.0,4.0,55.0,10.0,47.0,1.0,30.0,6.0,93.0,4.0,36.0,5.0,43.0,5.0,77.0,4.0,50.0,2.0,1.0,2.0,6.0,3.0,39.0,8.0,7.0,6.0,91.0,8.0,71.0,9.0,374.9007414
2.0,17.0,6.0,15.0,2.0,46.0,2.0,77.0,1.0,94.0,5.0,69.0,10.0,47.0,3.0,97.0,4.0,94.0,7.0,91.0,3.0,49.0,2.0,19.0,3.0,24.0,2.0,79.0,4.0,23.0,8.0,327.8953876
2.0,78.0,7.0,7.0,4.0,98.0,8.0,20.0,3.0,80.0,5.0,25.0,2.0,36.0,3.0,33.0,7.0,43.0,1.0,61.0,9.0,41.0,4.0,61.0,10.0,14.0,7.0,44.0,5.0,86.0,6.0,326.98770010000004
2.0,96.0,5.0,42.0,6.0,64.0,6.0,15.0,2.0,67.0,8.0,26.0,10.0,56.0,9.0,90.0,2.0,82.0,6.0,77.0,6.0,14.0,10.0,89.0,6.0,13.0,6.0,30.0,10.0,15.0,6.0,331.03612130000005
2.0,66.0,5.0,75.0,4.0,72.0,3.0,83.0,10.0,26.0,3.0,32.0,2.0,92.0,9.0,48.0,5.0,60.0,10.0,36.0,8.0,25.0,10.0,91.0,1.0,61.0,10.0,82.0,5.0,29.0,2.0,344.9190027
1.0,81.0,5.0,24.0,7.0,34.0,6.0,27.0,1.0,97.0,7.0,25.0,10.0,88.0,5.0,29.0,5.0,28.0,6.0,16.0,8.0,84.0,8.0,42.0,10.0,36.0,1.0,84.0,10.0,74.0,6.0,409.3637431
1.0,28.0,5.0,49.0,2.0,68.0,7.0,43.0,8.0,26.0,6.0,91.0,1.0,66.0,3.0,11.0,4.0,27.0,3.0,77.0,3.0,19.0,10.0,54.0,9.0,15.0,2.0,86.0,2.0,47.0,10.0,362.8286004000001
1.0,73.0,2.0,49.0,6.0,34.0,5.0,16.0,5.0,40.0,6.0,38.0,7.0,23.0,6.0,13.0,4.0,67.0,9.0,74.0,5.0,47.0,6.0,59.0,1.0,85.0,6.0,38.0,9.0,1.0,2.0,393.4676445
2.0,39.0,9.0,42.0,1.0,64.0,3.0,24.0,5.0,90.0,2.0,35.0,5.0,76.0,1.0,13.0,5.0,29.0,5.0,69.0,10.0,64.0,1.0,71.0,10.0,63.0,1.0,38.0,5.0,97.0,4.0,342.0978832
